video_id,video_name,caption_keywords,tag_keywords,dominant_colors,foreground_colors,background_colors,accent_colors,celebrities,landmarks,T0,T1,T2,T3,T4,T5
1533216164,plancrash,"computera man, blue shirtNorah O'Donnell, storea man, yellow shirtNorah O'Donnell, cameraNorah O'Donnell, tiea man, computera stack of flyers, computera screen, cameraa stack of flyers, cameraa woman, cameraa person, tablea screenshot, tablea display, suit",table computer smiling laptop front room ,"Brown, Blue, Black, ","l, B, ","B, r, ","B, 0, ","Norah O'Donnell,  ;",,0.16666666666666669,0.15723270440251574,0.17610062893081763,0.17138364779874216,0.15723270440251574,0.17138364779874216
1533216206,MI4,"cameraa person, mana screen, persona screen, cagea flat screen tva person, storea person, windowa person, darka person, computera flat screen tva man, dark rooma person, laptopa flat screen tva woman, selfiea flat screen tv, mana man, persona man, laptopa man, cameraa blurry image, screena man, dark rooma blurry image, buildinga blurry image, televisiona woman",room sitting screen young ,"Black, Teal, ","l, a, ","B, l, ","1, 5, ", ;,,0.15819209039548024,0.16666666666666669,0.16666666666666666,0.15819209039548024,0.19632768361581923,0.15395480225988703
1533216226,JO,"tieJohn Oliver, buildingJohn Oliver, suit, logoJohn Oliver, storeJohn Oliver, computer screenJohn Oliver, computer screena screen, tiea screen, tiea woman, womana woman, mana display",front food photo table posing ,"White, Black, Grey, ","B, l, ","B, l, ","3, 7, ","John Oliver,  ;",,0.16374269005847955,0.17251461988304095,0.16812865497076024,0.15935672514619886,0.15058479532163746,0.18567251461988307
1533216251,MvW,"cameraa man, mana man, persona man, teetha man, donuta man, mana person, black shirta man, cloudy daya man, phonea person, fisha person, yellow shirta person, cameraBear Grylls, donutBear Grylls, green shirta, fireBear Grylls, mouth opena, sign, womana",wearing shirt young food smiling ,"Black, Brown, Green, ","B, r, ","B, l, ","6, 4, ","Bear Grylls,  ;",,0.16515151515151516,0.1696969696969697,0.15606060606060607,0.16515151515151516,0.1787878787878788,0.16515151515151516
1533216270,CarCrash,"posing, trucka man, picturea person, trucka person riding, trucka boy, signa man, planea man, trucka black sign, cara man, cameraa girl, persona sign, persona screenshot, white texta group of people, photoa screen, cameraKorina Sanchez, cell phonea, newspapera, window, storea, road",street bus large photo sign ,"Grey, Black, White, ","e, W, ","e, G, ","3, 4, ","Korina Sanchez,  ;",,0.17251461988304095,0.17690058479532167,0.15497076023391815,0.16812865497076027,0.16374269005847955,0.16374269005847955
1533216286,2012,"cameraa man, laptopa blurry image, firea blurry image, mana blurry image, smokea blurry image, persona man, cloudy daya blurry image, persona blurry photo, dark rooma man, stagea person, cameraa group of people, vehiclea person, air, screenJohn Cusack, mountaina, woman",photo room table large sitting ,"Black, Grey, Brown, ","B, l, ","B, l, ","6, 4, ","John Cusack,  ;",,0.18333333333333332,0.16515151515151516,0.17424242424242423,0.1606060606060606,0.1606060606060606,0.15606060606060607
1533216313,DrSeuss,"tablea young boy, tablea little boy, persona boy, womana little boy, cameraa young boy, countera young boy, selfiea little boy, tablea blurry image, colorful walla young boy, persona blurry image, persona person, cameraa bedroom, streeta, mirrora child, toya propeller plane",sitting table young girl orange ,"Black, Grey, Green, ","e, a, ","e, n, ","2, B, ", ;,,0.16414141414141414,0.16035353535353536,0.16414141414141414,0.15656565656565657,0.19444444444444442,0.16035353535353536
1533216333,LoTR,"cameraa group of people, costumesa group of people, horsea group of people, persona group of people, fielda group of people, skya group of people, helmeta group of people, displaya group of people, cameraa group of clouds, fielda group of items, windowa group of clouds, horsea person, persona person, costumea person, persona woman, costumesa herd of sheep, skya statue, herd of cattle, glasses, photoa",group photo people large field ,"Black, Grey, Brown, ","B, l, ","B, l, ","8, 7, ", ;,,0.1650641025641026,0.1746794871794872,0.16506410256410256,0.16025641025641027,0.17467948717948717,0.16025641025641027
1533216356,TPM,"flagDonald Trump, tieDonald Trump, suit, Vladimir Putin, picture",table suit room wearing black ,"Black, Red, Grey, ","B, l, ","B, l, ","0, 6, ","Vladimir Putin, Donald Trump,  ;",,0.16506410256410256,0.17948717948717952,0.16506410256410256,0.16025641025641027,0.16506410256410256,0.16506410256410256
1533216377,Jaw,"watera group of people, watera person, cameraa group of people, watera woman, watera man, cameraa person, persona group of people, crowda person, body of watera fish swimming, crowda man, womana person, handa person, cameraa little girl, boata man, body of wateran animal swimming, crowd of peoplea man, cameraa large white ball, beachan animal swimming, red shirta woman, crowda small boat, othera, buildinga blurry image, wave, surfboard",young people riding large ,"Black, Brown, Grey, ","B, l, ","B, l, ","3, 4, ", ;,,0.15656565656565657,0.1527777777777778,0.17929292929292928,0.18686868686868685,0.14520202020202022,0.17929292929292928
1533216403,Sing,"tablea person, costumea person, darka person, tiea person, flat screen tva person, flat screen televisiona person, stagea teddy beara, dark rooma person, stagea desktop computer monitor, tablea flat screen tv, deska desktop computer monitor, maska man, toy dolla, purple hata man, skate board, suit, screena",sitting table small black computer screen ,"Black, Blue, Pink, ","k, i, ","B, l, ","2, A, ", ;,,0.15819209039548024,0.192090395480226,0.153954802259887,0.16666666666666669,0.16666666666666666,0.16242937853107345
1533216425,BBC,"sandy beacha person, beacha bird, beacha dog, beacha cow, beacha fish swimming, watera person, fisha person swimming, persona person, watera penguin, air, snowa bird, sanda penguin walking, skywater, trick, oceana group of people, smokea, piece of broccolia, grounda, birda, bowl",water snow outdoor black sitting beach field ,"Grey, Black, Blue, ","G, r, ","e, G, ","6, 0, ", ;,,0.14743589743589744,0.1858974358974359,0.16666666666666669,0.1512820512820513,0.17435897435897438,0.17435897435897438
1533216945,news_weather,"suit, cameraRosemary Church, tiea man, tieRosemary Church, signRosemary Church, signa man, collar shirta man, Rosemary ChurchRosemary Church, tiea person, cameraa man, tiea sign, tiea screen, collar shirta person, blue shirta, signa screenshot, fencea",sign text wearing suit shirt front ,"Black, Green, White, ","e, W, ","e, r, ","0, 6, ","Rosemary Church,  ;",,0.1682098765432099,0.17283950617283952,0.15895061728395063,0.16358024691358025,0.16358024691358025,0.17283950617283952
1533217185,news_cnnanchor,"Brooke Baldwina screen, photoa screen, cameraa screen, woman, photoBrooke Baldwin, sign",monitor screen photo television computer front table ,"Blue, Black, Red, ","B, l, ","B, l, ","1, B, ","Brooke Baldwin,  ;",,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
1533217202,news_cnnreporter,"suit, crowda person, tiea person, signa person, tieDonald Trump, crowdDonald Trump, logoDonald Trump, cell phoneDonald Trump, crowda group of people, tiea man, othera group of people, mana man, mana screen, persona screen, tieDennis, cameraa, black backgrounda, text, Blair, screenshot",sign people front suit group ,"Black, Grey, Brown, ","B, l, ","l, B, ","A, 7, ","Donald Trump,  ;",,0.1606060606060606,0.15606060606060607,0.1696969696969697,0.1696969696969697,0.1606060606060606,0.18333333333333332
1533217215,news_3dprint,"womana screen, persona screen, cameraa man, signa man, handa man, white shirta man, Amanda Holdena screen, white texta, signa black sign, devicea, uniforma",sign hand shirt blue ,"Blue, Brown, Black, ","B, l, ","B, l, ","6, 3, ","Amanda Holden,  ;",,0.16339869281045752,0.16339869281045752,0.17320261437908496,0.16339869281045752,0.16830065359477125,0.16830065359477123
1533217228,news_mikepence,"tiea man, white texta man, cameraa man, suit, tiea screen, blue hata man, Sandra Smitha man, hata black sign, signa black sign, mana screen, white texta person, tiea group of people, white texta blurry image, persona",front sign red sitting street ,"Black, Grey, White, ","B, l, ","B, l, ","1, 2, ","Sandra Smith,  ;",,0.1606060606060606,0.16515151515151516,0.16515151515151516,0.1787878787878788,0.15606060606060607,0.17424242424242425
1533217243,news_trump,"cameraNorah O'Donnell, cameraa woman, signa woman, suit, storea woman, Norah O'DonnellNorah O'Donnell, blue shirtNorah O'Donnell, tiea large white building, tieDonald Trump, signRobert Mueller, cameraRobert Mueller, yellow dress, White House, tiea person, signDonald Trump, yellow shirta screen, grassy field, backgrounda, signAlyssa Milano",front yellow sign young table ,"White, Black, Grey, ","l, e, ","e, l, ","B, 0, ","Alyssa Milano, ","White House,",0.16515151515151516,0.15606060606060607,0.1606060606060606,0.1606060606060606,0.17424242424242425,0.18333333333333335
1533217263,sport_bb,"crowda group of people, basketball courta group of people, crowda basketball player, crowda crowd of people, basketball courta group of basketball players, aira group of people, crowda man, crowda person, courta basketball player, game of basketballa group of people, crowda sign, crowda group of young men, basketball gamea man, courta screenshot, dark rooma basketball player, basketballa person, game of footballa crowd of peoplea man, video game, racket, stage",game playing people ball player court ,"Black, Brown, Pink, ","k, B, ","k, B, ","3, 2, ", ;,,0.15990990990990994,0.15653153153153154,0.17342342342342346,0.20720720720720723,0.17342342342342346,0.12950450450450451
1533217982,sport_football2,"fielda group of football players, crowda group of football playersa football player, football gamea football player, crowda group of people, baseball fielda football player, crowda group of baseball players, basketballa football player, fielda group of people, football balla basketball player, game of footballa football player, crowda person, crowda man, crowda crowd of people, bat, uniforma blurry image",ball player field game playing grass ,"Grey, Green, Black, ","e, G, ","e, G, ","4, 9, ", ;,,0.14912280701754388,0.15899122807017546,0.17872807017543862,0.17872807017543862,0.16885964912280704,0.1655701754385965
1533217996,news_kelly,"suit, tieJohn, tiea man, Harris Faulkner, cameraJohn, KellyJohn, cameraa person, picturea screen, pictureJohn",suit sign wearing screen looking ,"Brown, Black, White, ","B, r, ","r, e, ","1, B, ","John F. Kelly,  ;",,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
1533218011,news_missinggirl,"cameraa woman, cameraa person, selfiea woman, signa person, tablea person, cameraa group of people, persona person, photoa person, yellow shirta person, signa man, cameraAlex Wagner, tablea blurry image",young smiling yellow table ,"Brown, Black, Grey, ","B, k, ","r, B, ","B, 0, ","Alex Wagner,  ;",,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
1533218034,news_manafort,"suit, tiea man, storea man, tiea person, tablea man, storeNorah O'Donnell, bookNorah O'Donnell, tiea group of people, storea woman, logoa, buildinga stack of flyers, text, black backgrounda, cameraa, booka",front sign street smiling wearing ,"White, Black, Grey, ","B, l, ","e, W, ","B, 0, ", ;,,0.16506410256410256,0.16025641025641027,0.16025641025641027,0.16506410256410256,0.1746794871794872,0.17467948717948717
1533218051,sport_football,"fielda group of football players, crowda group of people, fielda football player, signa group of people, football fielda man, football gamea football player, persona group of football players, football ball, storea group of people, cell phonea group of people, crowda person, baseball fielda, othera person, signa man, signa screenshot, table",people large sign group playing player ,"Black, White, Brown, ","e, i, ","e, r, ","3, 6, ", ;,,0.1691542288557214,0.1691542288557214,0.1654228855721393,0.16915422885572143,0.15422885572139305,0.17288557213930347
1533218073,sports_nba,"basketball courta group of people, basketball courta person, crowda group of people, basketball gamea group of people, crowda group of basketball players, crowda person, basketball gamea person, crowda crowd of people, courta crowd of peoplea group of men, large crowd of peoplea group of people, crowd watchinga person, toya person, game of basketballa basketball player, game of basketballa group of young men, crowda man, crowda blurry image, othera, trick, racket",people game playing large player group ,"Black, Red, White, ","l, B, ","B, l, ","1, B, ", ;,,0.17342342342342343,0.17004504504504506,0.17004504504504506,0.16666666666666669,0.17004504504504508,0.1497747747747748
1533218772,sports_football4,"football gamea group of people, lighta group of football players, baseball fielda man, baseball gamea man, fielda person, signa group of football players, football balla group of people, grass courta group of football players, courta person, video gamea stadium, persona person, crowda screenshot, logoa screenshot, peoplea blurry image, match, cameraa, uniform",game player ball playing court field people ,"Black, Green, Brown, ","e, r, ","e, r, ","0, 4, ", ;,,0.16414141414141414,0.148989898989899,0.17929292929292928,0.1755050505050505,0.1717171717171717,0.16035353535353536
1533218787,sports_football5,"football fielda group of people, fielda group of football players, fielda football player, fielda crowd of people, crowda group of football players, football gamea crowd of people, logoa group of football players, laptopa group of people, football balla football field, fielda man, green fielda, football gamea screenshot, fielda person riding, courta crowd of people, video gamea, grass courta person, crowda basketball player, laptopa screen",playing game field large player ball grass people ,"Green, Grey, Black, ","e, G, ","e, G, ","0, 3, ", ;,,0.1909282700421941,0.14662447257383968,0.18459915611814348,0.18143459915611815,0.14345991561181434,0.15295358649789031
1533218801,sports_football1,"football gamea group of people, video gamea group of people, courta group of people, fielda stadium, crowda group of football players, video gamea group of men, green fielda person, video gamea screenshot, racqueta group of football players, football balla stadium, peoplea crowd of people, grass courta person, green shirta stadium, peoplea screen, logoa screenshot, crowda man, air, computera, clocka",game player playing ball group court field ,"Black, Green, Grey, ","e, G, ","e, G, ","4, 0, ", ;,,0.16792929292929293,0.16035353535353536,0.18308080808080807,0.16035353535353536,0.15656565656565657,0.1717171717171717
1533218816,sports_football2,"fielda stadium, fielda man, peoplea crowd of people, football gamea man, facea crowd of people, peoplea stadium, flowera stadium, green shirta crowd of people, football balla man, racketa person, logoa football player, grass courta person, green ball, match, clocka drawing, red lighta, blurry image",game grass ball player playing court field green ,"Green, Black, Brown, ","e, G, ","e, r, ","0, 1, ", ;,,0.16282051282051285,0.158974358974359,0.16666666666666669,0.17435897435897438,0.17435897435897438,0.16282051282051282
1533218832,sports_football3,"fielda football player, football ball, fielda group of people, persona football player, football gamea, balla baseball player, lighta group of football players, selfiea baseball player, logoa baseball player, fielda man, green grassa group of people, crowda stadium, fielda blurry photo, lighta large stadium, peoplea group of young men, grass courta stadium, video gamea, green field, red shirta person, game of footballa person, clocka screenshot",game player ball field green grass playing ,"Green, Black, Red, ","e, G, ","e, G, ","0, 1, ","Mohamed Salah,  ;",,0.15570175438596492,0.16557017543859648,0.1754385964912281,0.19188596491228072,0.15241228070175442,0.15899122807017543
1533218847,movie_ironman,"cameraa group of people, mana group of people, selfiea group of people, firea group of people, windowa group of people, dark rooma group of people, rooma man, cameraa man, vehiclea man, tiea man, crowda man, othera person, othera blurry close, othera blurry photo, cameraa screen, ita person, suit, cameraSayed Badreya, lot of smoke, curtaina",photo room people group young ,"Black, Grey, ","B, l, ","B, l, ","5, 1, ","Sayed Badreya,  ;",,0.16194968553459121,0.16194968553459121,0.16666666666666669,0.16194968553459121,0.16194968553459121,0.18553459119496857
