video_id,video_name,caption_keywords,tag_keywords,dominant_colors,foreground_colors,background_colors,accent_colors,celebrities,landmarks,T0,T1,T2,T3,T4,T5
1533219831,anim_walle,"trucka tractor, boxa large rooma tractor, rocky areaa tractor, trucka large chocolate cakea group of people, wooden tablea, boxa box, dirt roada, devicea, toya, bowla person, buildinga, food, traina",sitting table large cake indoor old room ,"Brown, Black, Grey, ","B, r, ","r, B, ","7, 1, ", ;,,0.15229885057471265,0.17385057471264367,0.16522988505747127,0.15660919540229887,0.16522988505747127,0.1867816091954023
1533219843,movie_ironman2,"mountaina man, mountaina group of people, mountaina view, mountaina person, mountaina herd of sheep, cloudy blue skya group of people, cloudy skya fighter jet, planea fighter jet, military uniforma man, air",photo mountain outdoor snow desert front ,"Black, Grey, White, ","e, G, ","B, l, ","6, 4, ", ;,,0.17251461988304095,0.16374269005847955,0.15497076023391815,0.17251461988304095,0.17690058479532164,0.15935672514619886
1533219982,movie_spiderman2,"persona person, cloudy daya blurry image, persona car, cloudy daya statue, cloudy daya bird, persona view, skya person, persona tall building, city streeta blurry image, city streeta screen, citya truck, citya airplane, windowa car, animalfireworks, fisha, dark rooma",red photo outdoor large riding city sitting ,"Black, Grey, White, ","B, l, ","B, l, ","4, 0, ", ;,,0.1709039548022599,0.16666666666666669,0.16666666666666666,0.16242937853107345,0.15395480225988703,0.17937853107344637
1533220082,movie_spiderman,"roada man, cameraa person, roada group of people, cameraa plane, cameraa woman, horsea group of people, roada woman, costumea group of people, buildinga person riding, planea man, smokea man, streeta man, runwaya person, trucka person, skateboarda group of stuffed animalsa man, sandy beacha person, cloudy daya plane, selfieJeremy Renner, carJeremy Renner, guna large passenger jet, air, snow, cara truck",outdoor street young riding sitting ,"Grey, White, Black, ","e, G, ","e, W, ","4, 5, ","Jeremy Renner,  ;",,0.16374269005847955,0.16374269005847955,0.16374269005847955,0.16812865497076027,0.17690058479532167,0.16374269005847955
1533220100,movie_avenger,"persona person, dark rooma person, cameraa person, dark rooma blurry image, screena person, train stationa person, tablea blurry image, televisiona blurry image, persona group of people, persona star, cameraa screen, skya screen, girla group of people, horse, clouds, crowda, moon, man, streeta, skyRobert Downey, computer",sitting table room front photo ,"Black, Grey, White, ","B, l, ","B, l, ","4, 5, ", ;,,0.16025641025641027,0.16987179487179488,0.17467948717948717,0.16506410256410256,0.16506410256410256,0.16506410256410256
1533220114,movie_darkknight,"dark rooma person, nighta person, dark rooma man, darka person, streeta person, dark rooma view, sidewalka person, computera person, dark rooma city street, nighta man, city streeta man, darka man, windowa man, busy city street, buildinga view, cameraa, tableHeath Ledger",sitting dark street black night table room ,"Black, ","B, l, ","B, l, ","4, 8, ", ;,,0.1787878787878788,0.1606060606060606,0.15151515151515152,0.18333333333333335,0.15151515151515152,0.17424242424242425
1533220127,movie_thor,"dark rooma person, darka person, buildinga person, cameraa person, dark rooma blurry image, computera blurry image, glass display casea person, dark sky, windowa group of people, windowa blurry picturea screen, darka view, citya group of clouds, cara plane, glass doora group of clouds, windowa man, skya view, city streeta, mana car, skyTadanobu Asano, body of watera",sitting table photo large room ,"Black, Grey, ","B, l, ","B, l, ","1, 0, ","Tadanobu Asano,  ;",,0.15723270440251574,0.17610062893081763,0.16194968553459121,0.17610062893081763,0.16666666666666669,0.16194968553459121
1533220147,movie_avenger3,"buildinga person, buildinga man, buildinga large white buildinga blurry image, buildinga statue, persona tall buildinga blurry image, vehiclea blurry image, firea blurry photo, backgrounda blurry photo, glass buildinga group of people, persona person, ovena person riding, firea man, mana couple of people, kitchena sunset, dark rooma screenshot, cell phone, statuea sculpture",street building city table riding large ,"Grey, Black, White, ","e, r, ","r, G, ","5, 6, ", ;,,0.16339869281045752,0.16339869281045752,0.16830065359477123,0.16830065359477125,0.16830065359477123,0.16830065359477123
1533220326,movie_avenger2,"cameraa man, cara man, persona man, mana man, cameraa person, cara person, cameraa blurry close, dark rooma, persona glass display casea screenshot, video gamea view, selfiea screen, woman",table sitting room indoor computer ,"Black, ","B, l, ","B, l, ","3, 4, ", ;,,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
1533220430,movie_darkknight2,"dark rooma person, nighta person, dark rooma man, dark rooma car, dark rooma train, nighta city, nighta dark city street, cara person, screena person, roada person, nighta view, nighta truck, nighta traffic light, streeta screen, screena bed, cara blurry image, tracks, computer keyboarda, buildinga",sitting room dark night black light table ,"Black, Brown, ","B, l, ","B, l, ","0, 1, ", ;,,0.1597222222222222,0.15555555555555556,0.17222222222222222,0.18055555555555558,0.1763888888888889,0.15555555555555556
1533220445,docu_jungle,"dark skya tree, skya view, suna group of clouds, foresta group of clouds, windowa group of clouds, skyclouds, sunseta view, darka person, darkthe, backgrounda, lighta rainbow, waterfalla, logoa",water dark flying sunset street sun traffic red light ,"Black, Grey, Brown, ","B, l, ","B, l, ","3, 4, ", ;,,0.16339869281045752,0.16830065359477123,0.16830065359477123,0.16830065359477125,0.16830065359477123,0.16339869281045752
1533221156,docu_secret,"backgrounda star, persona star, skya sunset, nighta star, bowla star, persona group of clouds, skya blurry image, smokea group of clouds, darka, white backgrounda glass of watera sky view, body of water, text, skyclouds, rocka, rock mountaina, waterfallwater, birda, tree",water sitting black large flying nature laying ,"Black, Grey, Brown, ","B, l, ","B, l, ","4, B, ", ;,,0.1763888888888889,0.15555555555555556,0.1597222222222222,0.1597222222222222,0.17638888888888887,0.17222222222222225
1533221171,docu_hunt,"dry grass fielda bird, animala bird, dry grassa bird, animala pile of dry grassa, animala pile of haya, animala squirrel, birda pile of haya bird, dirt roada, lizarda blurry image, deserta, reptilea",bird animal outdoor grass field group eating brown ,"Brown, Black, ","B, r, ","B, r, ","B, 1, ", ;,,0.1751207729468599,0.16787439613526572,0.1570048309178744,0.1533816425120773,0.19323671497584544,0.1533816425120773
1533221186,docu_earth,"blue backgrounda, wavea group of blue watera blue, backgrounda group of people, green reefa group of blue watera, mountaina snow, mountaina rocky mountain, wavea rocky mountaina large rocky mountains, rocka group of people, black backgrounda, trees, Huangshan, animala, lighta, waterfalla",water nature large sitting snow blue bird group ,"Blue, Black, Grey, ","B, l, ","B, l, ","8, 1, ",,"Huangshan,",0.15555555555555556,0.1763888888888889,0.15555555555555556,0.1763888888888889,0.17222222222222222,0.1638888888888889
1533221201,docu_planet,"swimming poola star, fisha person swimming, swimming poola blurry photo, animala man swimming, body of watera snow, personunderwater view, itunderwater view, fishunderwater view, dark skya person, oceana small boat, oceana group of clouds, wet suit, snowclouds, skywater, darka, beacha blue, skysmoke, mountainclouds, computera screenshot, signa, flowera, fooda",water large blue sitting ocean table flying ,"Black, Grey, White, ","e, l, ","e, B, ","0, 4, ", ;,,0.19808743169398907,0.16530054644808745,0.18989071038251365,0.1489071038251366,0.1489071038251366,0.1489071038251366
1533221215,docu_earth3,"treea bird, treea monkey, treea tree, buildinga bird, foresta monkey, horsea bird, grassy fielda bird, tree brancha monkey, animala bird swimming, treea blurry photo, fielda dog, wooded areaa monkey, watera dog, skya tree, buildinga man, body of watera group of people, sandy beach, snow, clouds, cata, mountaina horse, penguina penguin, ita, smoke",outdoor large animal field bird water black ,"White, Black, Grey, ","e, W, ","B, e, ","3, 2, ", ;,,0.19188596491228072,0.12938596491228072,0.17872807017543862,0.16885964912280704,0.162280701754386,0.16885964912280704
1533221230,docu_planet2,"watera bird swimming, watera person swimming, body of watera fish swimming, oceana bird, body of watera body of water, oceana fish swimming, body of watera group of people, skya person swimming, oceana dog swimming, fisha fish swimming, oceana group of fish, body of waterwater, wave, surfboard",water ocean large bird swimming outdoor blue wave ,"Teal, Grey, Black, ","e, a, ","e, l, ","4, 8, ", ;,,0.1452991452991453,0.15170940170940173,0.19978632478632483,0.1581196581196581,0.17735042735042736,0.16773504273504275
1533221249,docu_planet3,"beacha bird, snowa bird, fisha bird, sanda bird, watera bird, sandy beacha person, beacha cow, sanda person, snowa beach, persona person, snowa clear blue skya, skya group of people, fisha large white balla penguin walking, air, animala, birda, smokea",black snow outdoor water bird sitting beach ,"Grey, Black, Blue, ","G, r, ","e, G, ","0, 6, ", ;,,0.14814814814814817,0.1798941798941799,0.17195767195767198,0.1560846560846561,0.17592592592592596,0.16798941798941802
1533221262,docu_earth2,"reptilea squirrel, rocka bird, rocky areaa squirrel, rocky beacha lizard, froga squirrel, birda squirrel, dry grass fielda bird, snakea small bird, cameraa, lizarda",animal small bird black sitting rocky rock outdoor ,"Grey, White, Black, ","e, G, ","e, G, ","6, 7, ", ;,,0.16263440860215056,0.15860215053763443,0.14650537634408603,0.1827956989247312,0.1747311827956989,0.17473118279569894
1533221277,anim_lionking,"backgrounda sunset, backgrounda person, sunseta sunset, fielda person, backgrounda view, sunsetan orange sunset, backgroundan orange sunset, fielda large green fielda horse, horsea person, fielda group of people, fielda flock of birds, hilla large mountain, red hair, long hair, group of clouds, sky, grass",sunset outdoor flying plane air ocean water beach large ,"Brown, Orange, Grey, ","r, n, ","r, n, ","0, 5, ", ;,,0.18055555555555558,0.14305555555555555,0.16805555555555557,0.17222222222222222,0.1597222222222222,0.1763888888888889
1533221292,movie_lalaland,"cameraa group of people, rooma group of people, screena group of people, crowda group of people, mana group of people, cameraa man, roomEmma Stone, cameraEmma Stone, personEmma Stone, screena screen, persona man, photoRyan Gosling, woman",young people group playing photo ,"Black, Brown, ","B, l, ","B, l, ","6, 2, ","Ryan Gosling, Emma Stone,  ;",,0.15723270440251574,0.16666666666666669,0.1808176100628931,0.15723270440251574,0.16666666666666669,0.17138364779874216
1533222255,movie_notebook,"hata person, watera person, persona person, photoa person, babya person, oceana person, frisbeea person, hata woman, watera woman, beacha person swimming, watera girl, hata man, hata young girl, persona woman, watera blurry image, surfboard, wavea blurry image, white shirta",young playing girl ball ,"Black, Grey, ","B, l, ","B, l, ","3, 6, ", ;,,0.17317708333333334,0.15364583333333334,0.17708333333333334,0.15364583333333334,0.15364583333333334,0.18880208333333334
1533222268,movie_ladybird,"brick walla person, brick buildinga person, windowa person, tablea person, kitchena person, storea person, brick walla man, brick buildinga man, brick wallSaoirse Ronan, storea man, tablea dining room table, cameraSaoirse Ronan",front young people room brick ,"Black, Brown, Grey, ","B, l, ","B, l, ","4, 7, ","Saoirse Ronan,  ;",,0.18333333333333335,0.16515151515151516,0.15606060606060607,0.16515151515151516,0.16515151515151516,0.16515151515151516
1533222283,movie_billboard,"cameraa person, cameraa man, windowa man, hata person, tiea person, treea person, restauranta person, grassa person, televisiona person, hata man, mirrora man, dark rooma man, citya man, fielda man, bus windowa person, parking lota person, cameraa sign, dark rooma sign, swinga view, laptopa view, windowa vase of flowers, table, woman, screenan aerial view, nighta car, middle, suit",sitting front table room looking ,"Black, Grey, Green, ","B, l, ","B, l, ","2, 3, ", ;,,0.16374269005847955,0.17251461988304095,0.16812865497076027,0.16374269005847955,0.16374269005847955,0.16812865497076024
1533222296,movie_eatpray,"cameraa person, womana person, cameraa group of people, cameraa man, womana woman, pizzaa group of people, slice of pizzaa, cell phonea woman, video gamea group of people, tablea girl, cameraJulia Roberts, persona girl, hot dog, Julia Robertsa",sitting indoor table pizza young ,"Black, Brown, Grey, ","B, l, ","B, l, ","5, 4, ","Leslie Mann, Julia Roberts,  ;",,0.16666666666666669,0.16666666666666669,0.16194968553459121,0.15723270440251574,0.1808176100628931,0.16666666666666669
1533222309,movie_network,"cameraa group of people, tablea group of people, cameraa man, tablea man, screena group of people, woman, tiea group of people, deska man, tablea person, screenJesse Eisenberg, roomJesse Eisenberg, tableJesse Eisenberg, suit",table indoor front room sitting computer ,"Black, ","B, l, ","B, l, ","4, 6, ","Jesse Eisenberg,  ;",,0.16194968553459121,0.16666666666666669,0.15723270440251574,0.17138364779874216,0.18553459119496857,0.15723270440251574
1533222324,movie_500,"kitchena person, tablea person, coucha person, cameraa person, woman, kitchena man, living rooma person, tablea man, living rooma man, windowa man, food, flat screen televisiona man, beda group of people",indoor table room young sitting ,"Black, Grey, Brown, ","B, l, ","B, l, ","3, 6, ", ;,,0.16339869281045752,0.16339869281045752,0.16339869281045752,0.16339869281045752,0.17320261437908496,0.17320261437908496
1533222338,movie_atlas,"cameraa person, cameraa man, cameraa woman, dark rooma person, dark rooma man, texta man, laptopa man, dark rooma blurry image, beda bed, screena, black screen, camerablack device, tableBae Doona",sitting table indoor computer laptop room looking ,"Black, ","B, l, ","B, l, ","0, 1, ","Bae Doona,  ;",,0.16025641025641027,0.1794871794871795,0.16025641025641027,0.16506410256410256,0.1746794871794872,0.16025641025641027
1533222351,anim_iceage,"watera person swimming, watera fish swimming, watera dog swimming, fisha fish swimming, boya swimming poola person swimming, cameraa person swimming, body of watera dog, fisha blurry image, birda, blue backgrounda, persons facea, toya, animala",sitting blue water swimming table playing cat looking bird ,"Teal, Black, ","a, l, ","e, l, ","2, A, ", ;,,0.15931372549019607,0.17034313725490197,0.18504901960784315,0.17034313725490197,0.14460784313725492,0.17034313725490197
1533223459,anim_spiritedaway,"nighta blurry image, facea person, nighta store, storea person, backgrounda man, boxa blurry photo, collar shirta person, red light, red brick buildinga star, flowera man, persons facea view, city, umbrellaa, persona room, signa car, placea display, furniture, boya, dark rooma, cara, night stand, buildingfireworks",sitting red table street night sign train ,"Black, Brown, Grey, ","B, k, ","B, l, ","0, 2, ", ;,,0.17424242424242425,0.1696969696969697,0.15606060606060607,0.1696969696969697,0.17424242424242425,0.15606060606060607
1533223473,anim_mononoke,"persona person, treea person, signa, foresta person, persona blurry image, selfiea screenshot, grassa painting, grassa horse, firea blurry photo, selfiea large green landscapea group of people, video gamea woman, surfboard, wavea, corala drawing, beda, flowera, animala",photo sitting water riding grass ,"Green, Black, Grey, ","e, G, ","e, G, ","4, 3, ", ;,,0.16820987654320987,0.17746913580246915,0.16358024691358025,0.16820987654320987,0.1682098765432099,0.154320987654321
1533223486,anim_zootipia,"stagea person, logoa person, firea person, cameraa person, computera person, nighta flat screen televisiona person, crowd watchinga person, stagea flat screen television, televisiona woman, stagea stage, skya man, lit candlesa, roada man, monitora sign, large screena woman, monitora teddy bear, city, helmet ona birthday cake, beacha, white shirta, signa view, rooma cat, air, clouds, mirror, skisa",table sitting computer large indoor front ,"Black, Grey, Brown, ","l, B, ","B, l, ","0, 3, ", ;,,0.15555555555555556,0.17638888888888887,0.1597222222222222,0.15555555555555556,0.1763888888888889,0.17638888888888893
1533223500,anim_zootopia2,"toya person, city streeta person, streeta screen, nighta person, busa person, stuffed toya screen, persona screen, streeta group of people, stuffed toya horse statue, skateboard, skate board, motorcycle, screena view, windowa, costumea",table small sitting photo street city ,"Black, Brown, Green, ","B, l, ","B, l, ","3, 4, ", ;,,0.1606060606060606,0.16515151515151516,0.1696969696969697,0.1606060606060606,0.1787878787878788,0.16515151515151516
1533223512,anim_panda,"wooden tablea person, tablea statue, tablea doll, dark rooma person, tablea stuffed animal, rooma chair, costumea teddy bear, furniture, vase, windowa, bowl, dolla cat, mirror, maska",sitting table indoor room black desk computer wooden ,"Black, Brown, ","B, l, ","B, l, ","1, A, ", ;,,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669
